Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2012,Water Polo,Australia,AUS,1.0,26,0,22821849.0,54403.883,16.943228968349782,10.904209189845165,0,0,1,1
2016,Archery,Australia,AUS,1.0,4,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,0,1,1
2016,Athletics,Australia,AUS,3.0,59,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,1,1,2
2016,Canoe Slalom,Australia,AUS,1.0,0,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,0,1,1
2016,Canoe Sprint,Australia,AUS,1.0,0,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,0,1,1
2016,Cycling Track,Australia,AUS,5.0,0,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,1,1,2
2016,Diving,Australia,AUS,1.0,9,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,0,1,1
2016,Equestrian Eventing,Australia,AUS,1.0,0,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,0,0,1,1
2016,Modern Pentathlon,Australia,AUS,0.0,2,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,1,0,0,1
2016,Rowing,Australia,AUS,5.0,29,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,1,2,0,3
2016,Rugby Sevens,Australia,AUS,0.0,25,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,1,0,0,1
2016,Sailing,Australia,AUS,4.0,11,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,1,3,0,4
2016,Shooting,Australia,AUS,1.0,18,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,1,0,0,1
2016,Swimming,Australia,AUS,10.0,39,0,24125848.0,56529.953,16.998794396279955,10.942543607832562,3,4,3,10
2020,Athletics,Australia,AUS,2.0,59,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,1,2,3
2020,Basketball,Australia,AUS,1.0,24,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Beach Volleyball,Australia,AUS,1.0,10,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,1,0,1
2020,Boxing,Australia,AUS,1.0,4,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Canoe Slalom,Australia,AUS,1.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,1,0,1,2
2020,Canoe Sprint,Australia,AUS,1.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,1,0,0,1
2020,Cycling BMX Freestyle,Australia,AUS,0.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,1,0,0,1
2020,Cycling Road,Australia,AUS,2.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Cycling Track,Australia,AUS,2.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Diving,Australia,AUS,1.0,9,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Equestrian Eventing,Australia,AUS,1.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,1,1,2
2020,Hockey,Australia,AUS,1.0,32,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,1,0,1
2020,Marathon Swimming,Australia,AUS,0.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Rowing,Australia,AUS,3.0,29,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,2,0,2,4
2020,Sailing,Australia,AUS,4.0,11,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,2,0,0,2
2020,Skateboarding,Australia,AUS,0.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,1,0,0,1
2020,Surfing,Australia,AUS,0.0,0,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2020,Swimming,Australia,AUS,10.0,39,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,9,3,8,20
2020,Tennis,Australia,AUS,1.0,7,0,25398177.0,57260.465,17.05018799713242,10.95538316337546,0,0,1,1
2024,Athletics,Australia,AUS,3.0,59,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,2,4,7
2024,Basketball,Australia,AUS,1.0,24,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,0,1,1
2024,Boxing,Australia,AUS,1.0,4,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,0,2,2
2024,Canoe Slalom,Australia,AUS,2.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,3,0,0,3
2024,Canoe Sprint,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,1,2
2024,Cycling BMX Freestyle,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,0,1,1
2024,Cycling BMX Racing,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,0,0,1
2024,Cycling Road,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,0,0,1
2024,Cycling Track,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,2,2,5
2024,Diving,Australia,AUS,1.0,9,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,0,1
2024,Equestrian,Australia,AUS,0.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,0,1
2024,Marathon Swimming,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,0,1
2024,Rowing,Australia,AUS,4.0,29,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,0,1,1
2024,Sailing,Australia,AUS,2.0,11,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,1,0,2
2024,Shooting,Australia,AUS,1.0,18,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,0,1,1
2024,Skateboarding,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,2,0,0,2
2024,Surfing,Australia,AUS,1.0,0,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,0,1
2024,Swimming,Australia,AUS,20.0,39,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,7,8,3,18
2024,Tennis,Australia,AUS,1.0,7,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,1,0,0,1
2024,Water Polo,Australia,AUS,1.0,26,0,26573232.0,60303.98,17.095414988918627,11.00716996636983,0,1,0,1
1900,Fencing,Austria,AUT,0.0,8,0,5979721.0,,15.603884636551886,,0,0,2,2
1900,Swimming,Austria,AUT,2.0,4,0,5979721.0,,15.603884636551886,,0,3,1,4
1908,Swimming,Austria,AUT,4.0,1,0,6485163.0,,15.685027664541675,,0,0,1,1
1912,Fencing,Austria,AUT,2.0,12,0,6719738.0,,15.720559872459354,,0,1,1,2
1912,Swimming,Austria,AUT,1.0,8,0,6719738.0,,15.720559872459354,,0,0,1,1
1912,Tennis,Austria,AUT,0.0,3,0,6719738.0,,15.720559872459354,,0,1,0,1
1924,Weightlifting,Austria,AUT,0.0,15,0,6562058.0,,15.696814983623995,,0,3,1,4
1928,Art Competitions,Austria,AUT,0.0,21,0,6643054.0,,15.709082506004945,,1,0,0,1
1928,Rowing,Austria,AUT,0.0,2,0,6643054.0,,15.709082506004945,,0,0,1,1
1928,Weightlifting,Austria,AUT,4.0,10,0,6643054.0,,15.709082506004945,,2,0,0,2
1932,Fencing,Austria,AUT,2.0,1,0,6725051.0,,15.72135021576429,,1,0,0,1
1932,Weightlifting,Austria,AUT,2.0,2,0,6725051.0,,15.72135021576429,,0,1,1,2
1932,Wrestling,Austria,AUT,0.0,1,0,6725051.0,,15.72135021576429,,0,0,2,2
1936,Art Competitions,Austria,AUT,1.0,60,0,6757716.0,,15.726195669084774,,1,1,2,4
1936,Canoe Marathon,Austria,AUT,0.0,0,0,6757716.0,,15.726195669084774,,1,2,1,4
1936,Canoe Sprint,Austria,AUT,0.0,0,0,6757716.0,,15.726195669084774,,2,1,0,3
1936,Equestrian Dressage,Austria,AUT,0.0,0,0,6757716.0,,15.726195669084774,,0,0,1,1
1936,Fencing,Austria,AUT,1.0,15,0,6757716.0,,15.726195669084774,,0,0,1,1
1936,Football,Austria,AUT,0.0,13,0,6757716.0,,15.726195669084774,,0,1,0,1
1936,Handball,Austria,AUT,0.0,22,0,6757716.0,,15.726195669084774,,0,1,0,1
1936,Rowing,Austria,AUT,1.0,9,0,6757716.0,,15.726195669084774,,0,1,0,1
1936,Weightlifting,Austria,AUT,2.0,10,0,6757716.0,,15.726195669084774,,1,0,0,1
1948,Art Competitions,Austria,AUT,4.0,34,0,6956374.0,,15.755169063296474,,1,2,1,4
1948,Athletics,Austria,AUT,0.0,15,0,6956374.0,,15.755169063296474,,1,0,1,2
1948,Canoe Sprint,Austria,AUT,3.0,0,0,6956374.0,,15.755169063296474,,0,0,1,1
1948,Fencing,Austria,AUT,1.0,7,0,6956374.0,,15.755169063296474,,0,0,1,1
1952,Canoe Sprint,Austria,AUT,1.0,0,0,6931196.0,,15.751543083523176,,0,1,1,2
1956,Canoe Sprint,Austria,AUT,2.0,0,0,6967625.0,,15.756785122135977,,0,0,1,1
1956,Rowing,Austria,AUT,1.0,4,0,6967625.0,,15.756785122135977,,0,0,1,1
1960,Rowing,Austria,AUT,1.0,10,0,7070766.0,,15.771479518551455,,0,1,0,1
1960,Shooting,Austria,AUT,0.0,5,0,7070766.0,,15.771479518551455,,1,0,0,1
1968,Athletics,Austria,AUT,2.0,12,0,7439579.0,,15.82232495360292,,0,1,1,2
1968,Canoe Sprint,Austria,AUT,1.0,0,0,7439579.0,,15.82232495360292,,0,0,1,1
1968,Sailing,Austria,AUT,0.0,3,0,7439579.0,,15.82232495360292,,0,1,0,1
1972,Athletics,Austria,AUT,2.0,15,0,7581117.0,,15.841171240146165,,0,0,1,1
1972,Canoe Slalom,Austria,AUT,0.0,0,0,7581117.0,,15.841171240146165,,0,1,0,1
1972,Shooting,Austria,AUT,1.0,7,0,7581117.0,,15.841171240146165,,0,0,1,1
1976,Shooting,Austria,AUT,1.0,8,0,7640749.0,,15.849006323863852,,0,0,1,1
1980,Equestrian Dressage,Austria,AUT,1.0,0,0,7609752.0,,15.844941272018083,,1,0,0,1
1980,Sailing,Austria,AUT,1.0,5,0,7609752.0,,15.844941272018083,,0,2,0,2
1980,Shooting,Austria,AUT,1.0,8,0,7609752.0,,15.844941272018083,,0,0,1,1
1984,Judo,Austria,AUT,0.0,4,0,7607293.0,,15.84461808184572,,1,0,1,2
1984,Shooting,Austria,AUT,1.0,10,0,7607293.0,,15.84461808184572,,0,1,0,1
1988,Judo,Austria,AUT,2.0,3,0,7658840.0,,15.851371224785916,,1,0,0,1
1992,Equestrian Jumping,Austria,AUT,0.0,0,0,7830933.0,44734.855,15.873592345655164,10.708530584350747,0,1,0,1
1992,Rowing,Austria,AUT,1.0,12,0,7830933.0,44734.855,15.873592345655164,10.708530584350747,0,1,0,1
1996,Athletics,Austria,AUT,1.0,11,0,8017863.0,47608.633,15.897182610204867,10.770790393694245,0,0,1,1
1996,Shooting,Austria,AUT,1.0,3,0,8017863.0,47608.633,15.897182610204867,10.770790393694245,0,1,1,2
2000,Athletics,Austria,AUT,1.0,12,0,8069276.0,53534.344,15.903574445154545,10.888097350274537,0,1,0,1
2000,Sailing,Austria,AUT,2.0,5,0,8069276.0,53534.344,15.903574445154545,10.888097350274537,2,0,0,2
2004,Judo,Austria,AUT,1.0,2,0,8216805.0,55980.23,15.92169212704474,10.932771734960966,0,1,0,1
2004,Sailing,Austria,AUT,2.0,7,0,8216805.0,55980.23,15.92169212704474,10.932771734960966,1,1,0,2
2004,Shooting,Austria,AUT,2.0,5,0,8216805.0,55980.23,15.92169212704474,10.932771734960966,0,0,1,1
2004,Swimming,Austria,AUT,1.0,6,0,8216805.0,55980.23,15.92169212704474,10.932771734960966,0,2,0,2
2004,Triathlon,Austria,AUT,0.0,3,0,8216805.0,55980.23,15.92169212704474,10.932771734960966,1,0,0,1
2008,Canoe Slalom,Austria,AUT,1.0,0,0,8338453.0,61157.99,15.936388385448835,11.021232145845161,0,0,1,1
2008,Judo,Austria,AUT,1.0,3,0,8338453.0,61157.99,15.936388385448835,11.021232145845161,0,1,0,1
2008,Swimming,Austria,AUT,2.0,12,0,8338453.0,61157.99,15.936388385448835,11.021232145845161,0,0,1,1
2016,Sailing,Austria,AUT,2.0,8,0,8712137.0,61572.71,15.980227783689864,11.027990272708381,0,0,1,1
2020,Athletics,Austria,AUT,1.0,12,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,0,0,1,1
2020,Cycling Road,Austria,AUT,0.0,0,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,1,0,0,1
2020,Judo,Austria,AUT,1.0,3,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,0,1,1,2
2020,Karate,Austria,AUT,0.0,0,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,0,0,1,1
2020,Rowing,Austria,AUT,1.0,12,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,0,0,1,1
2020,Sport Climbing,Austria,AUT,0.0,0,0,8782210.0,60276.414,15.988238756232843,11.00671275201928,0,0,1,1
2024,Judo,Austria,AUT,2.0,3,0,8860572.0,63788.08,15.997121993176306,11.06333729480875,0,0,1,1
2024,Sailing,Austria,AUT,1.0,8,0,8860572.0,63788.08,15.997121993176306,11.06333729480875,2,0,0,2
2024,Sport Climbing,Austria,AUT,1.0,0,0,8860572.0,63788.08,15.997121993176306,11.06333729480875,0,0,2,2
1996,Wrestling,Azerbaijan,AZE,0.0,8,0,7855553.0,4223.523,15.87673135551076,8.348661634009373,0,1,0,1
2000,Boxing,Azerbaijan,AZE,0.0,5,0,8122741.0,5656.9297,15.910178339864268,8.640813326899204,0,0,1,1
2000,Shooting,Azerbaijan,AZE,0.0,2,0,8122741.0,5656.9297,15.910178339864268,8.640813326899204,1,0,0,1
2000,Wrestling,Azerbaijan,AZE,1.0,9,0,8122741.0,5656.9297,15.910178339864268,8.640813326899204,1,0,0,1
2004,Boxing,Azerbaijan,AZE,1.0,9,0,8448882.0,7937.8594,15.949544801246462,8.979524891529241,0,0,2,2
2004,Shooting,Azerbaijan,AZE,1.0,2,0,8448882.0,7937.8594,15.949544801246462,8.979524891529241,0,0,2,2
2004,Wrestling,Azerbaijan,AZE,1.0,7,0,8448882.0,7937.8594,15.949544801246462,8.979524891529241,1,0,0,1
2008,Boxing,Azerbaijan,AZE,2.0,2,0,8821908.0,17963.021,15.992748844472533,9.796126203211621,0,0,1,1
2008,Judo,Azerbaijan,AZE,0.0,6,0,8821908.0,17963.021,15.992748844472533,9.796126203211621,1,0,1,2
2008,Wrestling,Azerbaijan,AZE,1.0,16,0,8821908.0,17963.021,15.992748844472533,9.796126203211621,0,1,2,3
2012,Boxing,Azerbaijan,AZE,1.0,8,0,9264917.0,19523.373,16.04174556714975,9.879418861516207,0,0,2,2
2012,Wrestling,Azerbaijan,AZE,3.0,13,0,9264917.0,19523.373,16.04174556714975,9.879418861516207,2,2,3,7
2016,Boxing,Azerbaijan,AZE,2.0,11,0,9725376.0,19822.41,16.090249212784236,9.894618841521268,0,1,1,2
2016,Canoe Sprint,Azerbaijan,AZE,0.0,0,0,9725376.0,19822.41,16.090249212784236,9.894618841521268,0,1,1,2
2016,Judo,Azerbaijan,AZE,2.0,6,0,9725376.0,19822.41,16.090249212784236,9.894618841521268,0,2,0,2
2016,Taekwondo,Azerbaijan,AZE,0.0,4,0,9725376.0,19822.41,16.090249212784236,9.894618841521268,1,0,2,3
2016,Wrestling,Azerbaijan,AZE,7.0,14,0,9725376.0,19822.41,16.090249212784236,9.894618841521268,0,3,6,9
2020,Boxing,Azerbaijan,AZE,2.0,11,0,10099743.0,19126.098,16.128020634955604,9.858861352024608,0,0,1,1
2020,Judo,Azerbaijan,AZE,2.0,6,0,10099743.0,19126.098,16.128020634955604,9.858861352024608,0,0,1,1
2020,Karate,Azerbaijan,AZE,0.0,0,0,10099743.0,19126.098,16.128020634955604,9.858861352024608,0,2,0,2
2020,Wrestling,Azerbaijan,AZE,9.0,14,0,10099743.0,19126.098,16.128020634955604,9.858861352024608,0,1,2,3
2024,Boxing,Azerbaijan,AZE,1.0,11,0,10383416.0,22072.148,16.155720572282075,10.002117126142972,0,1,0,1
2024,Judo,Azerbaijan,AZE,1.0,6,0,10383416.0,22072.148,16.155720572282075,10.002117126142972,2,0,0,2
2024,Taekwondo,Azerbaijan,AZE,3.0,4,0,10383416.0,22072.148,16.155720572282075,10.002117126142972,0,1,0,1
2024,Wrestling,Azerbaijan,AZE,3.0,14,0,10383416.0,22072.148,16.155720572282075,10.002117126142972,0,0,3,3
1956,Sailing,Bahamas,BAH,0.0,3,0,91897.0,,11.428434545321329,,0,0,1,1
1964,Sailing,Bahamas,BAH,1.0,8,0,133698.0,,11.8033462836305,,1,0,0,1
1992,Athletics,Bahamas,BAH,0.0,8,0,266134.0,,12.491758977816723,,0,0,1,1
1996,Athletics,Bahamas,BAH,1.0,20,0,283790.0,,12.555993330731654,,0,1,0,1
2000,Athletics,Bahamas,BAH,1.0,19,0,297890.0,,12.604482926764636,,2,0,1,3
2004,Athletics,Bahamas,BAH,3.0,16,0,322526.0,,12.683942132643795,,1,0,1,2
2008,Athletics,Bahamas,BAH,2.0,18,0,348676.0,,12.761901271211018,,0,1,1,2
2012,Athletics,Bahamas,BAH,2.0,20,0,372039.0,,12.826756654356403,,1,0,0,1
2016,Athletics,Bahamas,BAH,1.0,25,0,391232.0,,12.877058569413267,,1,0,1,2
2020,Athletics,Bahamas,BAH,2.0,25,0,406839.0,,12.916175266739533,,2,0,0,2
2012,Athletics,Bahrain,BRN,0.0,9,0,1300217.0,89718.46,14.078042500680674,11.404442969891111,1,0,0,1
2016,Athletics,Bahrain,BRN,1.0,29,0,1425171.0,78880.625,14.169803066155403,11.2757035899771,1,1,0,2
2020,Athletics,Bahrain,BRN,2.0,29,0,1697765.0,80280.9,14.344823827169591,11.293299469795134,0,1,0,1
2024,Athletics,Bahrain,BRN,1.0,29,0,1834610.0,79071.734,14.422343027897124,11.27812339142433,1,1,0,2
2024,Weightlifting,Bahrain,BRN,0.0,0,0,1834610.0,79071.734,14.422343027897124,11.27812339142433,0,0,1,1
2024,Wrestling,Bahrain,BRN,0.0,0,0,1834610.0,79071.734,14.422343027897124,11.27812339142433,1,0,0,1
2000,Athletics,Barbados,BAR,0.0,11,0,269847.0,,12.505614116494401,,0,0,1,1
1996,Artistic Gymnastics,Belarus,BLR,0.0,0,0,10109072.0,8314.856,16.128943895398084,9.025919332810664,0,0,4,4
1996,Athletics,Belarus,BLR,0.0,34,0,10109072.0,8314.856,16.128943895398084,9.025919332810664,0,2,2,4
1996,Rowing,Belarus,BLR,0.0,17,0,10109072.0,8314.856,16.128943895398084,9.025919332810664,1,0,1,2
1996,Shooting,Belarus,BLR,0.0,10,0,10109072.0,8314.856,16.128943895398084,9.025919332810664,0,1,0,1
1996,Wrestling,Belarus,BLR,0.0,15,0,10109072.0,8314.856,16.128943895398084,9.025919332810664,0,3,1,4
2000,Athletics,Belarus,BLR,4.0,31,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,2,0,3,5
2000,Judo,Belarus,BLR,0.0,5,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,0,1,1
2000,Modern Pentathlon,Belarus,BLR,0.0,2,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,0,1,1
2000,Rhythmic Gymnastics,Belarus,BLR,0.0,8,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,2,0,2
2000,Rowing,Belarus,BLR,2.0,10,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,1,0,0,1
2000,Shooting,Belarus,BLR,1.0,12,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,1,3,4
2000,Weightlifting,Belarus,BLR,0.0,5,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,0,2,2
2000,Wrestling,Belarus,BLR,4.0,14,0,9933609.0,11182.455,16.111434514768646,9.32219073295719,0,0,1,1
2004,Athletics,Belarus,BLR,5.0,41,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,1,0,0,1
2004,Boxing,Belarus,BLR,0.0,6,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,2,0,2
2004,Canoe Sprint,Belarus,BLR,0.0,0,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,0,1,1
2004,Cycling Track,Belarus,BLR,0.0,0,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,0,1,1
2004,Judo,Belarus,BLR,1.0,7,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,1,0,0,1
2004,Rowing,Belarus,BLR,1.0,11,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,1,1,2
2004,Shooting,Belarus,BLR,4.0,9,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,0,1,1
2004,Weightlifting,Belarus,BLR,2.0,8,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,2,1,3
2004,Wrestling,Belarus,BLR,1.0,10,0,9676902.0,15052.118,16.085252470045145,9.619340424798756,0,0,1,1
2008,Athletics,Belarus,BLR,1.0,47,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,0,2,1,3
2008,Canoe Sprint,Belarus,BLR,1.0,0,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,2,0,1,3
2008,Modern Pentathlon,Belarus,BLR,1.0,4,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,0,0,1,1
2008,Rhythmic Gymnastics,Belarus,BLR,2.0,8,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,0,1,1,2
2008,Rowing,Belarus,BLR,2.0,13,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,0,0,2,2
2008,Weightlifting,Belarus,BLR,3.0,10,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,1,0,0,1
2008,Wrestling,Belarus,BLR,1.0,9,0,9507331.0,22137.947,16.06757384836811,10.00509364415596,0,1,1,2
2012,Canoe Sprint,Belarus,BLR,3.0,0,0,9471730.0,25879.133,16.063822236209408,10.161230887705187,0,2,1,3
2012,Rhythmic Gymnastics,Belarus,BLR,2.0,8,0,9471730.0,25879.133,16.063822236209408,10.161230887705187,0,1,1,2
2012,Shooting,Belarus,BLR,1.0,9,0,9471730.0,25879.133,16.063822236209408,10.161230887705187,1,0,0,1
2012,Swimming,Belarus,BLR,0.0,8,0,9471730.0,25879.133,16.063822236209408,10.161230887705187,0,2,0,2
2012,Tennis,Belarus,BLR,0.0,3,0,9471730.0,25879.133,16.063822236209408,10.161230887705187,1,0,1,2
2016,Athletics,Belarus,BLR,3.0,35,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,0,1,0,1
2016,Canoe Sprint,Belarus,BLR,3.0,0,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,0,0,1,1
2016,Swimming,Belarus,BLR,2.0,6,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,0,0,1,1
2016,Trampolining,Belarus,BLR,0.0,3,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,1,0,0,1
2016,Weightlifting,Belarus,BLR,1.0,8,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,0,2,0,2
2016,Wrestling,Belarus,BLR,2.0,8,0,9480042.0,24846.83,16.064699410085897,10.120525703768156,0,1,2,3
2020,Athletics,Belarus,BLR,1.0,35,0,9415431.0,26731.496,16.057860603248038,10.1936351830002,0,0,1,1
2020,Canoe Sprint,Belarus,BLR,1.0,0,0,9415431.0,26731.496,16.057860603248038,10.1936351830002,0,1,0,1
2020,Rhythmic Gymnastics,Belarus,BLR,2.0,8,0,9415431.0,26731.496,16.057860603248038,10.1936351830002,0,0,1,1
2020,Trampolining,Belarus,BLR,1.0,3,0,9415431.0,26731.496,16.057860603248038,10.1936351830002,1,0,0,1
2020,Wrestling,Belarus,BLR,3.0,8,0,9415431.0,26731.496,16.057860603248038,10.1936351830002,0,2,1,3
1900,Archery,Belgium,BEL,0.0,4,0,6767030.0,,15.72757299625899,,3,2,2,7
1900,Equestrian Driving,Belgium,BEL,0.0,0,0,6767030.0,,15.72757299625899,,1,0,0,1
1900,Equestrian Jumping,Belgium,BEL,0.0,0,0,6767030.0,,15.72757299625899,,2,1,1,4
1900,Football,Belgium,BEL,0.0,9,0,6767030.0,,15.72757299625899,,0,0,1,1
1900,Rowing,Belgium,BEL,0.0,9,0,6767030.0,,15.72757299625899,,0,1,0,1
1900,Shooting,Belgium,BEL,0.0,11,0,6767030.0,,15.72757299625899,,0,1,2,3
1900,Water Polo,Belgium,BEL,0.0,11,0,6767030.0,,15.72757299625899,,0,1,0,1
1908,Cycling Track,Belgium,BEL,0.0,0,0,7397676.0,,15.816676589972621,,0,0,1,1
1908,Fencing,Belgium,BEL,0.0,18,0,7397676.0,,15.816676589972621,,0,0,1,1
1908,Rowing,Belgium,BEL,1.0,10,0,7397676.0,,15.816676589972621,,0,1,0,1
1908,Sailing,Belgium,BEL,0.0,3,0,7397676.0,,15.816676589972621,,0,1,0,1
1908,Shooting,Belgium,BEL,3.0,10,0,7397676.0,,15.816676589972621,,1,2,0,3
1908,Water Polo,Belgium,BEL,1.0,7,0,7397676.0,,15.816676589972621,,0,1,0,1
1912,Equestrian Jumping,Belgium,BEL,4.0,0,0,7592180.0,,15.842629459872853,,0,0,1,1
1912,Fencing,Belgium,BEL,1.0,11,0,7592180.0,,15.842629459872853,,2,0,1,3
1912,Rowing,Belgium,BEL,1.0,6,0,7592180.0,,15.842629459872853,,0,1,0,1
1912,Water Polo,Belgium,BEL,1.0,9,0,7592180.0,,15.842629459872853,,0,0,1,1
1920,Archery,Belgium,BEL,7.0,14,0,7562598.0,,15.83872547214464,,8,4,2,14
1920,Art Competitions,Belgium,BEL,0.0,6,0,7562598.0,,15.83872547214464,,2,1,3,6
1920,Artistic Gymnastics,Belgium,BEL,0.0,0,0,7562598.0,,15.83872547214464,,0,1,1,2
1920,Cycling Road,Belgium,BEL,0.0,0,0,7562598.0,,15.83872547214464,,0,0,1,1
1920,Cycling Track,Belgium,BEL,1.0,0,0,7562598.0,,15.83872547214464,,1,0,0,1
1920,Equestrian Eventing,Belgium,BEL,0.0,0,0,7562598.0,,15.83872547214464,,0,0,1,1
1920,Equestrian Jumping,Belgium,BEL,1.0,0,0,7562598.0,,15.83872547214464,,0,1,0,1
1920,Equestrian Vaulting,Belgium,BEL,0.0,0,0,7562598.0,,15.83872547214464,,2,0,1,3
1920,Fencing,Belgium,BEL,3.0,22,0,7562598.0,,15.83872547214464,,0,1,0,1
1920,Football,Belgium,BEL,1.0,14,0,7562598.0,,15.83872547214464,,1,0,0,1
1920,Hockey,Belgium,BEL,0.0,14,0,7562598.0,,15.83872547214464,,0,0,1,1
